doc_id,task,row_key,column,field_type,value_correct
D067,T3,2567-สธ-217,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานประมงจังหวัดระนอง
D067,T3,2567-สธ-217,งบจัดสรร,เงินบาท,251500
D067,T3,2567-สธ-217,เบิกจ่าย,เงินบาท,219500
D067,T3,2567-สธ-217,จำนวนผู้เข้าร่วม,จำนวนนับ,139
D067,T3,2567-สธ-217,กลุ่มเป้าหมาย,รายการ,กลุ่มวิสาหกิจชุมชน
D067,T3,2567-สธ-217,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D067,T3,2567-สธ-217,หมายเหตุ,ข้อความ,
D067,T3,2567-สธ-642,รหัสกิจกรรม,ข้อความ,2567-สธ-642
D067,T3,2567-สธ-642,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดประชุมการท่องเที่ยวโดยชุมชน
D067,T3,2567-สธ-642,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานประมงจังหวัดระนอง
D067,T3,2567-สธ-642,งบจัดสรร,เงินบาท,641500
D067,T3,2567-สธ-642,เบิกจ่าย,เงินบาท,440000
D067,T3,2567-สธ-642,จำนวนผู้เข้าร่วม,จำนวนนับ,145
D067,T3,2567-สธ-642,กลุ่มเป้าหมาย,รายการ,เกษตรกรและผู้ประกอบการรายย่อย
D067,T3,2567-สธ-642,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D067,T3,2567-สธ-642,หมายเหตุ,ข้อความ,
D067,T3,2567-กษ-359,รหัสกิจกรรม,ข้อความ,2567-กษ-359
D067,T3,2567-กษ-359,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดเก็บข้อมูลศูนย์พัฒนาเด็กเล็ก
D067,T3,2567-กษ-359,หน่วยงานรับผิดชอบ,ข้อความ,สนง.ประมงจังหวัดระนอง
D067,T3,2567-กษ-359,งบจัดสรร,เงินบาท,361500
D067,T3,2567-กษ-359,เบิกจ่าย,เงินบาท,276000
D067,T3,2567-กษ-359,จำนวนผู้เข้าร่วม,จำนวนนับ,83
D067,T3,2567-กษ-359,กลุ่มเป้าหมาย,รายการ,นักท่องเที่ยว
D067,T3,2567-กษ-359,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D067,T3,2567-กษ-359,หมายเหตุ,ข้อความ,
D068,T3,2568-พช-569,รหัสกิจกรรม,ข้อความ,2568-พช-569
D068,T3,2568-พช-569,ชื่อกิจกรรม,ข้อความ,โครงการตรวจเยี่ยมระบบประปาหมู่บ้าน
D068,T3,2568-พช-569,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาชุมชนอำเภอเมือง
D068,T3,2568-พช-569,งบจัดสรร,เงินบาท,162000
D068,T3,2568-พช-569,เบิกจ่าย,เงินบาท,148000
D068,T3,2568-พช-569,จำนวนผู้เข้าร่วม,จำนวนนับ,170
D068,T3,2568-พช-569,กลุ่มเป้าหมาย,รายการ,ผู้ว่างงาน
D068,T3,2568-พช-569,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-พช-569,หมายเหตุ,ข้อความ,
D068,T3,2568-กษ-739,รหัสกิจกรรม,ข้อความ,2568-กษ-739
D068,T3,2568-กษ-739,ชื่อกิจกรรม,ข้อความ,โครงการจัดประชุมระบบประปาหมู่บ้าน
D068,T3,2568-กษ-739,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาชุมชนอำเภอเมือง
D068,T3,2568-กษ-739,งบจัดสรร,เงินบาท,245000
D068,T3,2568-กษ-739,เบิกจ่าย,เงินบาท,209000
D068,T3,2568-กษ-739,จำนวนผู้เข้าร่วม,จำนวนนับ,45
D068,T3,2568-กษ-739,กลุ่มเป้าหมาย,รายการ,ผู้ดูแลศูนย์พัฒนาเด็กเล็ก
D068,T3,2568-กษ-739,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-กษ-739,หมายเหตุ,ข้อความ,
D068,T3,2568-สธ-092,รหัสกิจกรรม,ข้อความ,2568-สธ-092
D068,T3,2568-สธ-092,ชื่อกิจกรรม,ข้อความ,โครงการประชาสัมพันธ์การท่องเที่ยวโดยชุมชน
D068,T3,2568-สธ-092,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาชุมชนอำเภอเมือง
D068,T3,2568-สธ-092,งบจัดสรร,เงินบาท,147000
D068,T3,2568-สธ-092,เบิกจ่าย,เงินบาท,143500
D068,T3,2568-สธ-092,จำนวนผู้เข้าร่วม,จำนวนนับ,234
D068,T3,2568-สธ-092,กลุ่มเป้าหมาย,รายการ,ผู้พิการและผู้ดูแล
D068,T3,2568-สธ-092,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-สธ-092,หมายเหตุ,ข้อความ,
D068,T3,2568-สธ-920,รหัสกิจกรรม,ข้อความ,2568-สธ-920
D068,T3,2568-สธ-920,ชื่อกิจกรรม,ข้อความ,โครงการสำรวจข้อมูลการป้องกันโรคไข้เลือดออก
D068,T3,2568-สธ-920,หน่วยงานรับผิดชอบ,ข้อความ,พช.อ.เมือง
D068,T3,2568-สธ-920,งบจัดสรร,เงินบาท,634500
D068,T3,2568-สธ-920,เบิกจ่าย,เงินบาท,540500
D068,T3,2568-สธ-920,จำนวนผู้เข้าร่วม,จำนวนนับ,60
D068,T3,2568-สธ-920,กลุ่มเป้าหมาย,รายการ,แรงงานนอกระบบ
D068,T3,2568-สธ-920,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-สธ-920,หมายเหตุ,ข้อความ,
D068,T3,2568-กษ-848,รหัสกิจกรรม,ข้อความ,2568-กษ-848
D068,T3,2568-กษ-848,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดทำแผนแผนพัฒนาท้องถิ่นห้าปี
D068,T3,2568-กษ-848,หน่วยงานรับผิดชอบ,ข้อความ,พช.อ.เมือง
D068,T3,2568-กษ-848,งบจัดสรร,เงินบาท,214500
D068,T3,2568-กษ-848,เบิกจ่าย,เงินบาท,173500
D068,T3,2568-กษ-848,จำนวนผู้เข้าร่วม,จำนวนนับ,229
D068,T3,2568-กษ-848,กลุ่มเป้าหมาย,รายการ,อาสาสมัครป้องกันภัยฝ่ายพลเรือน
D068,T3,2568-กษ-848,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-กษ-848,หมายเหตุ,ข้อความ,
D068,T3,2568-สค-789,รหัสกิจกรรม,ข้อความ,2568-สค-789
D068,T3,2568-สค-789,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดประชุมระบบประปาหมู่บ้าน
D068,T3,2568-สค-789,หน่วยงานรับผิดชอบ,ข้อความ,พช.อ.เมือง
D068,T3,2568-สค-789,งบจัดสรร,เงินบาท,116500
D068,T3,2568-สค-789,เบิกจ่าย,เงินบาท,69000
D068,T3,2568-สค-789,จำนวนผู้เข้าร่วม,จำนวนนับ,51
D068,T3,2568-สค-789,กลุ่มเป้าหมาย,รายการ,ผู้ค้าในตลาดสด
D068,T3,2568-สค-789,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-สค-789,หมายเหตุ,ข้อความ,
D068,T3,2568-ทถ-195,รหัสกิจกรรม,ข้อความ,2568-ทถ-195
D068,T3,2568-ทถ-195,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดทำแผนครัวเรือนยากจนเป้าหมาย
D068,T3,2568-ทถ-195,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาชุมชนอำเภอเมือง
D068,T3,2568-ทถ-195,งบจัดสรร,เงินบาท,364500
D068,T3,2568-ทถ-195,เบิกจ่าย,เงินบาท,317000
D068,T3,2568-ทถ-195,จำนวนผู้เข้าร่วม,จำนวนนับ,237
D068,T3,2568-ทถ-195,กลุ่มเป้าหมาย,รายการ,ผู้ปกครองเด็กก่อนวัยเรียน
D068,T3,2568-ทถ-195,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D068,T3,2568-ทถ-195,หมายเหตุ,ข้อความ,
D069,T3,2567-สค-022,รหัสกิจกรรม,ข้อความ,2567-สค-022
D069,T3,2567-สค-022,ชื่อกิจกรรม,ข้อความ,กิจกรรมประชาสัมพันธ์ครัวเรือนยากจนเป้าหมาย
D069,T3,2567-สค-022,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานประมงจังหวัดระนอง
D069,T3,2567-สค-022,งบจัดสรร,เงินบาท,804500
D069,T3,2567-สค-022,เบิกจ่าย,เงินบาท,574500
D069,T3,2567-สค-022,จำนวนผู้เข้าร่วม,จำนวนนับ,64
D069,T3,2567-สค-022,กลุ่มเป้าหมาย,รายการ,เกษตรกรผู้เลี้ยงโคเนื้อ
D069,T3,2567-สค-022,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-สค-022,หมายเหตุ,ข้อความ,
D069,T3,2567-ศษ-134,รหัสกิจกรรม,ข้อความ,2567-ศษ-134
D069,T3,2567-ศษ-134,ชื่อกิจกรรม,ข้อความ,โครงการประชาสัมพันธ์อาสาสมัครสาธารณสุขประจำหมู่บ้าน
D069,T3,2567-ศษ-134,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานประมงจังหวัดระนอง
D069,T3,2567-ศษ-134,งบจัดสรร,เงินบาท,659500
D069,T3,2567-ศษ-134,เบิกจ่าย,เงินบาท,415000
D069,T3,2567-ศษ-134,จำนวนผู้เข้าร่วม,จำนวนนับ,142
D069,T3,2567-ศษ-134,กลุ่มเป้าหมาย,รายการ,กลุ่มเปราะบางและผู้ด้อยโอกาส
D069,T3,2567-ศษ-134,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-ศษ-134,หมายเหตุ,ข้อความ,
D069,T3,2567-พช-307,รหัสกิจกรรม,ข้อความ,2567-พช-307
D069,T3,2567-พช-307,ชื่อกิจกรรม,ข้อความ,โครงการอบรมเชิงปฏิบัติการเศรษฐกิจฐานราก
D069,T3,2567-พช-307,หน่วยงานรับผิดชอบ,ข้อความ,สนง.ประมงจังหวัดระนอง
D069,T3,2567-พช-307,งบจัดสรร,เงินบาท,726000
D069,T3,2567-พช-307,เบิกจ่าย,เงินบาท,695500
D069,T3,2567-พช-307,จำนวนผู้เข้าร่วม,จำนวนนับ,193
D069,T3,2567-พช-307,กลุ่มเป้าหมาย,รายการ,เกษตรกรและผู้ประกอบการรายย่อย
D069,T3,2567-พช-307,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-พช-307,หมายเหตุ,ข้อความ,
D069,T3,2567-กษ-203,รหัสกิจกรรม,ข้อความ,2567-กษ-203
D069,T3,2567-กษ-203,ชื่อกิจกรรม,ข้อความ,โครงการสำรวจข้อมูลศูนย์พัฒนาเด็กเล็ก
D069,T3,2567-กษ-203,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานประมงจังหวัดระนอง
D069,T3,2567-กษ-203,งบจัดสรร,เงินบาท,565500
D069,T3,2567-กษ-203,เบิกจ่าย,เงินบาท,320000
D069,T3,2567-กษ-203,จำนวนผู้เข้าร่วม,จำนวนนับ,49
D069,T3,2567-กษ-203,กลุ่มเป้าหมาย,รายการ,นักท่องเที่ยว
D069,T3,2567-กษ-203,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-กษ-203,หมายเหตุ,ข้อความ,
D069,T3,2567-กษ-806,รหัสกิจกรรม,ข้อความ,2567-กษ-806
D069,T3,2567-กษ-806,ชื่อกิจกรรม,ข้อความ,โครงการตรวจเยี่ยมครัวเรือนยากจนเป้าหมาย
D069,T3,2567-กษ-806,หน่วยงานรับผิดชอบ,ข้อความ,สนง.ประมงจังหวัดระนอง
D069,T3,2567-กษ-806,งบจัดสรร,เงินบาท,480500
D069,T3,2567-กษ-806,เบิกจ่าย,เงินบาท,383500
D069,T3,2567-กษ-806,จำนวนผู้เข้าร่วม,จำนวนนับ,85
D069,T3,2567-กษ-806,กลุ่มเป้าหมาย,รายการ,ผู้สูงอายุ
D069,T3,2567-กษ-806,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-กษ-806,หมายเหตุ,ข้อความ,
D069,T3,2567-กษ-213,รหัสกิจกรรม,ข้อความ,2567-กษ-213
D069,T3,2567-กษ-213,ชื่อกิจกรรม,ข้อความ,กิจกรรมสำรวจข้อมูลครัวเรือนยากจนเป้าหมาย
D069,T3,2567-กษ-213,หน่วยงานรับผิดชอบ,ข้อความ,สนง.ประมงจังหวัดระนอง
D069,T3,2567-กษ-213,งบจัดสรร,เงินบาท,671000
D069,T3,2567-กษ-213,เบิกจ่าย,เงินบาท,600500
D069,T3,2567-กษ-213,จำนวนผู้เข้าร่วม,จำนวนนับ,245
D069,T3,2567-กษ-213,กลุ่มเป้าหมาย,รายการ,เกษตรกรและผู้ประกอบการรายย่อย
D069,T3,2567-กษ-213,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-กษ-213,หมายเหตุ,ข้อความ,
D069,T3,2567-ทถ-063,รหัสกิจกรรม,ข้อความ,2567-ทถ-063
D069,T3,2567-ทถ-063,ชื่อกิจกรรม,ข้อความ,กิจกรรมประชาสัมพันธ์การท่องเที่ยวโดยชุมชน
D069,T3,2567-ทถ-063,หน่วยงานรับผิดชอบ,ข้อความ,สนง.ประมงจังหวัดระนอง
D069,T3,2567-ทถ-063,งบจัดสรร,เงินบาท,805000
D069,T3,2567-ทถ-063,เบิกจ่าย,เงินบาท,770500
D069,T3,2567-ทถ-063,จำนวนผู้เข้าร่วม,จำนวนนับ,107
D069,T3,2567-ทถ-063,กลุ่มเป้าหมาย,รายการ,กลุ่มออมทรัพย์เพื่อการผลิต
D069,T3,2567-ทถ-063,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D069,T3,2567-ทถ-063,หมายเหตุ,ข้อความ,
D070,T3,2568-กษ-823,รหัสกิจกรรม,ข้อความ,2568-กษ-823
D070,T3,2568-กษ-823,ชื่อกิจกรรม,ข้อความ,กิจกรรมบำรุงรักษาเศรษฐกิจฐานราก
D070,T3,2568-กษ-823,หน่วยงานรับผิดชอบ,ข้อความ,สนง.เกษตรอำเภอสูงเนิน
D070,T3,2568-กษ-823,งบจัดสรร,เงินบาท,343000
D070,T3,2568-กษ-823,เบิกจ่าย,เงินบาท,278500
D070,T3,2568-กษ-823,จำนวนผู้เข้าร่วม,จำนวนนับ,96
D070,T3,2568-กษ-823,กลุ่มเป้าหมาย,รายการ,ผู้นำศาสนา
D070,T3,2568-กษ-823,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-กษ-823,หมายเหตุ,ข้อความ,
D070,T3,2568-สธ-511,รหัสกิจกรรม,ข้อความ,2568-สธ-511
D070,T3,2568-สธ-511,ชื่อกิจกรรม,ข้อความ,โครงการประชาสัมพันธ์การบริหารจัดการขยะมูลฝอย
D070,T3,2568-สธ-511,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานเกษตรอำเภอสูงเนิน
D070,T3,2568-สธ-511,งบจัดสรร,เงินบาท,777500
D070,T3,2568-สธ-511,เบิกจ่าย,เงินบาท,535500
D070,T3,2568-สธ-511,จำนวนผู้เข้าร่วม,จำนวนนับ,179
D070,T3,2568-สธ-511,กลุ่มเป้าหมาย,รายการ,กลุ่มออมทรัพย์เพื่อการผลิต
D070,T3,2568-สธ-511,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-สธ-511,หมายเหตุ,ข้อความ,
D070,T3,2568-ทถ-714,รหัสกิจกรรม,ข้อความ,2568-ทถ-714
D070,T3,2568-ทถ-714,ชื่อกิจกรรม,ข้อความ,โครงการบำรุงรักษาศูนย์พัฒนาเด็กเล็ก
D070,T3,2568-ทถ-714,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานเกษตรอำเภอสูงเนิน
D070,T3,2568-ทถ-714,งบจัดสรร,เงินบาท,414000
D070,T3,2568-ทถ-714,เบิกจ่าย,เงินบาท,378500
D070,T3,2568-ทถ-714,จำนวนผู้เข้าร่วม,จำนวนนับ,156
D070,T3,2568-ทถ-714,กลุ่มเป้าหมาย,รายการ,อาสาสมัครสาธารณสุขประจำหมู่บ้าน
D070,T3,2568-ทถ-714,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-ทถ-714,หมายเหตุ,ข้อความ,
D070,T3,2568-พช-343,รหัสกิจกรรม,ข้อความ,2568-พช-343
D070,T3,2568-พช-343,ชื่อกิจกรรม,ข้อความ,กิจกรรมตรวจเยี่ยมการท่องเที่ยวโดยชุมชน
D070,T3,2568-พช-343,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานเกษตรอำเภอสูงเนิน
D070,T3,2568-พช-343,งบจัดสรร,เงินบาท,482000
D070,T3,2568-พช-343,เบิกจ่าย,เงินบาท,434500
D070,T3,2568-พช-343,จำนวนผู้เข้าร่วม,จำนวนนับ,139
D070,T3,2568-พช-343,กลุ่มเป้าหมาย,รายการ,เกษตรกรผู้เลี้ยงโคเนื้อ
D070,T3,2568-พช-343,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-พช-343,หมายเหตุ,ข้อความ,
D070,T3,2568-ศษ-907,รหัสกิจกรรม,ข้อความ,2568-ศษ-907
D070,T3,2568-ศษ-907,ชื่อกิจกรรม,ข้อความ,โครงการจัดเก็บข้อมูลกลุ่มวิสาหกิจชุมชน
D070,T3,2568-ศษ-907,หน่วยงานรับผิดชอบ,ข้อความ,สนง.เกษตรอำเภอสูงเนิน
D070,T3,2568-ศษ-907,งบจัดสรร,เงินบาท,755500
D070,T3,2568-ศษ-907,เบิกจ่าย,เงินบาท,687000
D070,T3,2568-ศษ-907,จำนวนผู้เข้าร่วม,จำนวนนับ,212
D070,T3,2568-ศษ-907,กลุ่มเป้าหมาย,รายการ,สตรีและครอบครัว
D070,T3,2568-ศษ-907,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-ศษ-907,หมายเหตุ,ข้อความ,
D070,T3,2568-สค-544,รหัสกิจกรรม,ข้อความ,2568-สค-544
D070,T3,2568-สค-544,ชื่อกิจกรรม,ข้อความ,กิจกรรมสำรวจข้อมูลการเกษตรปลอดภัย
D070,T3,2568-สค-544,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานเกษตรอำเภอสูงเนิน
D070,T3,2568-สค-544,งบจัดสรร,เงินบาท,138000
D070,T3,2568-สค-544,เบิกจ่าย,เงินบาท,105500
D070,T3,2568-สค-544,จำนวนผู้เข้าร่วม,จำนวนนับ,215
D070,T3,2568-สค-544,กลุ่มเป้าหมาย,รายการ,อาสาสมัครสาธารณสุขประจำหมู่บ้าน
D070,T3,2568-สค-544,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-สค-544,หมายเหตุ,ข้อความ,
D070,T3,2568-ทถ-794,รหัสกิจกรรม,ข้อความ,2568-ทถ-794
D070,T3,2568-ทถ-794,ชื่อกิจกรรม,ข้อความ,โครงการสำรวจข้อมูลครัวเรือนยากจนเป้าหมาย
D070,T3,2568-ทถ-794,หน่วยงานรับผิดชอบ,ข้อความ,สนง.เกษตรอำเภอสูงเนิน
D070,T3,2568-ทถ-794,งบจัดสรร,เงินบาท,841500
D070,T3,2568-ทถ-794,เบิกจ่าย,เงินบาท,598000
D070,T3,2568-ทถ-794,จำนวนผู้เข้าร่วม,จำนวนนับ,243
D070,T3,2568-ทถ-794,กลุ่มเป้าหมาย,รายการ,เกษตรกรผู้เลี้ยงโคเนื้อ
D070,T3,2568-ทถ-794,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D070,T3,2568-ทถ-794,หมายเหตุ,ข้อความ,
D071,T3,2568-พช-916,รหัสกิจกรรม,ข้อความ,2568-พช-916
D071,T3,2568-พช-916,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดประชุมการจัดการน้ำเสียชุมชน
D071,T3,2568-พช-916,หน่วยงานรับผิดชอบ,ข้อความ,ปศอ.วังน้ำเขียว
D071,T3,2568-พช-916,งบจัดสรร,เงินบาท,180500
D071,T3,2568-พช-916,เบิกจ่าย,เงินบาท,164000
D071,T3,2568-พช-916,จำนวนผู้เข้าร่วม,จำนวนนับ,63
D071,T3,2568-พช-916,กลุ่มเป้าหมาย,รายการ,ผู้ประสบภัยพิบัติ
D071,T3,2568-พช-916,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D071,T3,2568-พช-916,หมายเหตุ,ข้อความ,
D071,T3,2568-ทถ-283,รหัสกิจกรรม,ข้อความ,2568-ทถ-283
D071,T3,2568-ทถ-283,ชื่อกิจกรรม,ข้อความ,กิจกรรมอบรมเชิงปฏิบัติการเศรษฐกิจฐานราก
D071,T3,2568-ทถ-283,หน่วยงานรับผิดชอบ,ข้อความ,ปศอ.วังน้ำเขียว
D071,T3,2568-ทถ-283,งบจัดสรร,เงินบาท,629000
D071,T3,2568-ทถ-283,เบิกจ่าย,เงินบาท,532500
D071,T3,2568-ทถ-283,จำนวนผู้เข้าร่วม,จำนวนนับ,224
D071,T3,2568-ทถ-283,กลุ่มเป้าหมาย,รายการ,เด็กและเยาวชน
D071,T3,2568-ทถ-283,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D071,T3,2568-ทถ-283,หมายเหตุ,ข้อความ,
D071,T3,2568-กษ-559,รหัสกิจกรรม,ข้อความ,2568-กษ-559
D071,T3,2568-กษ-559,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดเก็บข้อมูลการจัดการน้ำเสียชุมชน
D071,T3,2568-กษ-559,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานปศุสัตว์อำเภอวังน้ำเขียว
D071,T3,2568-กษ-559,งบจัดสรร,เงินบาท,803500
D071,T3,2568-กษ-559,เบิกจ่าย,เงินบาท,723000
D071,T3,2568-กษ-559,จำนวนผู้เข้าร่วม,จำนวนนับ,216
D071,T3,2568-กษ-559,กลุ่มเป้าหมาย,รายการ,ประชาชนทั่วไป
D071,T3,2568-กษ-559,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D071,T3,2568-กษ-559,หมายเหตุ,ข้อความ,
D071,T3,2568-พช-993,รหัสกิจกรรม,ข้อความ,2568-พช-993
D071,T3,2568-พช-993,ชื่อกิจกรรม,ข้อความ,โครงการประชาสัมพันธ์การบริหารจัดการขยะมูลฝอย
D071,T3,2568-พช-993,หน่วยงานรับผิดชอบ,ข้อความ,ปศอ.วังน้ำเขียว
D071,T3,2568-พช-993,งบจัดสรร,เงินบาท,311000
D071,T3,2568-พช-993,เบิกจ่าย,เงินบาท,275000
D071,T3,2568-พช-993,จำนวนผู้เข้าร่วม,จำนวนนับ,153
D071,T3,2568-พช-993,กลุ่มเป้าหมาย,รายการ,ผู้นำชุมชนและปราชญ์ชาวบ้าน
D071,T3,2568-พช-993,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D071,T3,2568-พช-993,หมายเหตุ,ข้อความ,
D071,T3,2568-สค-305,รหัสกิจกรรม,ข้อความ,2568-สค-305
D071,T3,2568-สค-305,ชื่อกิจกรรม,ข้อความ,กิจกรรมประชาสัมพันธ์เศรษฐกิจฐานราก
D071,T3,2568-สค-305,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานปศุสัตว์อำเภอวังน้ำเขียว
D071,T3,2568-สค-305,งบจัดสรร,เงินบาท,289000
D071,T3,2568-สค-305,เบิกจ่าย,เงินบาท,197500
D071,T3,2568-สค-305,จำนวนผู้เข้าร่วม,จำนวนนับ,184
D071,T3,2568-สค-305,กลุ่มเป้าหมาย,รายการ,อาสาสมัครป้องกันภัยฝ่ายพลเรือน
D071,T3,2568-สค-305,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D071,T3,2568-สค-305,หมายเหตุ,ข้อความ,
D071,T3,2568-กษ-505,รหัสกิจกรรม,ข้อความ,2568-กษ-505
D071,T3,2568-กษ-505,ชื่อกิจกรรม,ข้อความ,กิจกรรมสำรวจข้อมูลคุณภาพชีวิตผู้สูงอายุ
D071,T3,2568-กษ-505,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานปศุสัตว์อำเภอวังน้ำเขียว
D071,T3,2568-กษ-505,งบจัดสรร,เงินบาท,798500
D071,T3,2568-กษ-505,เบิกจ่าย,เงินบาท,622000
D071,T3,2568-กษ-505,จำนวนผู้เข้าร่วม,จำนวนนับ,90
D071,T3,2568-กษ-505,กลุ่มเป้าหมาย,รายการ,กลุ่มเปราะบางและผู้ด้อยโอกาส
D071,T3,2568-กษ-505,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D071,T3,2568-กษ-505,หมายเหตุ,ข้อความ,
D072,T3,2567-ทถ-546,รหัสกิจกรรม,ข้อความ,2567-ทถ-546
D072,T3,2567-ทถ-546,ชื่อกิจกรรม,ข้อความ,โครงการจัดประชุมการป้องกันโรคไข้เลือดออก
D072,T3,2567-ทถ-546,หน่วยงานรับผิดชอบ,ข้อความ,เทศบาลตำบลแม่ริม
D072,T3,2567-ทถ-546,งบจัดสรร,เงินบาท,210500
D072,T3,2567-ทถ-546,เบิกจ่าย,เงินบาท,185500
D072,T3,2567-ทถ-546,จำนวนผู้เข้าร่วม,จำนวนนับ,215
D072,T3,2567-ทถ-546,กลุ่มเป้าหมาย,รายการ,ประชาชนทั่วไป
D072,T3,2567-ทถ-546,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D072,T3,2567-ทถ-546,หมายเหตุ,ข้อความ,
D072,T3,2567-สธ-746,รหัสกิจกรรม,ข้อความ,2567-สธ-746
D072,T3,2567-สธ-746,ชื่อกิจกรรม,ข้อความ,กิจกรรมบำรุงรักษาระบบประปาหมู่บ้าน
D072,T3,2567-สธ-746,หน่วยงานรับผิดชอบ,ข้อความ,เทศบาลตำบลแม่ริม
D072,T3,2567-สธ-746,งบจัดสรร,เงินบาท,739000
D072,T3,2567-สธ-746,เบิกจ่าย,เงินบาท,488500
D072,T3,2567-สธ-746,จำนวนผู้เข้าร่วม,จำนวนนับ,153
D072,T3,2567-สธ-746,กลุ่มเป้าหมาย,รายการ,แกนนำสุขภาพประจำครอบครัว
D072,T3,2567-สธ-746,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D072,T3,2567-สธ-746,หมายเหตุ,ข้อความ,
D072,T3,2567-พช-208,รหัสกิจกรรม,ข้อความ,2567-พช-208
D072,T3,2567-พช-208,ชื่อกิจกรรม,ข้อความ,โครงการจัดเก็บข้อมูลแผนพัฒนาท้องถิ่นห้าปี
D072,T3,2567-พช-208,หน่วยงานรับผิดชอบ,ข้อความ,เทศบาลตำบลแม่ริม
D072,T3,2567-พช-208,งบจัดสรร,เงินบาท,545000
D072,T3,2567-พช-208,เบิกจ่าย,เงินบาท,399000
D072,T3,2567-พช-208,จำนวนผู้เข้าร่วม,จำนวนนับ,199
D072,T3,2567-พช-208,กลุ่มเป้าหมาย,รายการ,แรงงานนอกระบบ
D072,T3,2567-พช-208,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D072,T3,2567-พช-208,หมายเหตุ,ข้อความ,
D072,T3,2567-ศษ-866,รหัสกิจกรรม,ข้อความ,2567-ศษ-866
D072,T3,2567-ศษ-866,ชื่อกิจกรรม,ข้อความ,โครงการประชาสัมพันธ์ถนนสายหลักในเขตพื้นที่
D072,T3,2567-ศษ-866,หน่วยงานรับผิดชอบ,ข้อความ,ทต.แม่ริม
D072,T3,2567-ศษ-866,งบจัดสรร,เงินบาท,743000
D072,T3,2567-ศษ-866,เบิกจ่าย,เงินบาท,600500
D072,T3,2567-ศษ-866,จำนวนผู้เข้าร่วม,จำนวนนับ,220
